#: table_doi: 10.17182/hepdata.79304.v4/t88
#: name: Table 88
#: description: $\textbf{Efficiency 1 } -$ Acceptance and efficiency for the bino LSP model in the $m_{\tilde{t}_{1}}$ vs $m_{\tilde{\chi}^{0}_{1}}$ plane. Efficiencies larger than 100% are observed in the bWN SR due differences in $am_{\mathrm{T2}}$ between truth and reconstruction level, in the absence of $b$-tagging inefficiencies. Acceptance and efficiency numbers are provided for discovery SRs even if shape fits are used for placing exclusion limits.
#: data_file: eff_tN_efficiency.yaml
#: keyword cmenergies: 13000.0
M(NEUTRALINO) [GeV],M(STOP) [GeV],EFFICIENCY
300.0,350.0,0.39597415924072266
300.0,450.0,1.0142910480499268
300.0,500.0,0.6014283299446106
300.0,550.0,0.8595708012580872
300.0,600.0,0.7648501396179199
300.0,650.0,0.7908406257629395
300.0,700.0,0.7513114213943481
300.0,750.0,0.8467158079147339
300.0,800.0,0.8374741077423096
300.0,850.0,0.8349214196205139
300.0,900.0,0.8629516363143921
300.0,950.0,0.7906502485275269
300.0,1000.0,0.8126769065856934
300.0,1050.0,0.7128919363021851
300.0,1100.0,0.9203314781188965
300.0,1150.0,0.8457391858100891
300.0,1200.0,0.7877082228660583
300.0,1250.0,0.7769783735275269
300.0,1300.0,0.7446679472923279
310.0,400.0,1.8122767210006714
312.0,500.0,1.3612366914749146
320.0,400.0,1.3762128353118896
327.0,500.0,2.735868453979492
330.0,350.0,0.3974081575870514
330.0,450.0,1.1358674764633179
335.0,500.0,0.6949532628059387
340.0,350.0,0.37926504015922546
350.0,400.0,0.40061965584754944
350.0,500.0,1.0510809421539307
350.0,550.0,0.4786781668663025
350.0,600.0,0.8514391779899597
350.0,650.0,0.7907989621162415
350.0,700.0,0.8903775215148926
350.0,750.0,0.6523383259773254
350.0,800.0,0.8530142903327942
350.0,850.0,0.7815061807632446
350.0,900.0,0.8601415753364563
350.0,950.0,0.8742132782936096
350.0,1000.0,0.7456299066543579
350.0,1050.0,0.8560210466384888
350.0,1100.0,0.9838412404060364
350.0,1150.0,0.8886180520057678
350.0,1200.0,0.8679779171943665
350.0,1250.0,0.7658675909042358
350.0,1300.0,0.7623950839042664
360.0,450.0,2.327803373336792
362.0,550.0,1.5456346273422241
370.0,450.0,0.7998942136764526
377.0,550.0,1.2719870805740356
380.0,400.0,0.258373498916626
380.0,500.0,1.278947353363037
385.0,550.0,0.855462372303009
400.0,450.0,0.3984406292438507
400.0,550.0,1.3667473793029785
400.0,600.0,0.7857720255851746
400.0,650.0,0.7708727717399597
400.0,700.0,0.8037320375442505
400.0,750.0,0.6838251948356628
400.0,800.0,0.7857968807220459
400.0,850.0,0.9400367736816406
400.0,900.0,0.8188111782073975
400.0,950.0,0.8002052903175354
400.0,1050.0,0.7640039324760437
400.0,1100.0,0.7598709464073181
400.0,1150.0,0.886668860912323
400.0,1200.0,0.7632704973220825
400.0,1250.0,0.7763739228248596
400.0,1300.0,0.8434908986091614
412.0,600.0,1.0602487325668335
420.0,500.0,1.1223018169403076
427.0,600.0,0.934292197227478
430.0,450.0,0.2772654592990875
430.0,550.0,1.063625693321228
435.0,600.0,1.223703384399414
450.0,500.0,0.5054770708084106
450.0,600.0,1.38632333278656
450.0,650.0,0.8280566930770874
450.0,700.0,1.1871610879898071
450.0,750.0,0.726107120513916
450.0,800.0,0.8160783052444458
450.0,850.0,0.8263725638389587
450.0,900.0,0.7528892755508423
450.0,950.0,0.8247682452201843
450.0,1000.0,0.8789172172546387
450.0,1050.0,0.8625684380531311
450.0,1100.0,0.8636787533760071
450.0,1150.0,0.9413774013519287
450.0,1200.0,0.7613641023635864
450.0,1300.0,0.7679875493049622
460.0,550.0,2.2514519691467285
462.0,650.0,0.8256688714027405
470.0,550.0,0.4689064025878906
477.0,650.0,1.1217387914657593
480.0,500.0,0.11395583301782608
480.0,600.0,1.4385098218917847
485.0,650.0,1.1608572006225586
500.0,550.0,0.5641497373580933
500.0,650.0,0.7677196264266968
500.0,700.0,0.4395638108253479
500.0,750.0,0.9154670834541321
500.0,800.0,0.8945056796073914
500.0,850.0,0.7130125164985657
500.0,900.0,0.9826207756996155
500.0,950.0,0.7460635304450989
500.0,1000.0,0.8845955729484558
500.0,1050.0,0.9394620656967163
500.0,1100.0,0.7654873728752136
500.0,1150.0,0.7711284756660461
500.0,1250.0,0.8641607165336609
500.0,1300.0,0.7752816677093506
510.0,600.0,3.662606716156006
530.0,550.0,0.3894236385822296
530.0,650.0,1.6607508659362793
550.0,750.0,0.5454906225204468
550.0,800.0,0.8125335574150085
550.0,850.0,1.0477579832077026
550.0,900.0,0.7395795583724976
550.0,950.0,0.8337369561195374
550.0,1000.0,0.8153585195541382
550.0,1050.0,0.7978569865226746
550.0,1100.0,0.7769779562950134
550.0,1150.0,0.6394543647766113
550.0,1200.0,0.7943994402885437
550.0,1250.0,0.8808422088623047
550.0,1300.0,0.8651806712150574
560.0,650.0,1.9877556562423706
600.0,800.0,1.0129053592681885
600.0,850.0,0.9639338850975037
600.0,900.0,0.7253954410552979
600.0,950.0,0.7730229496955872
600.0,1000.0,0.8408831357955933
 
M(NEUTRALINO) [GeV],M(STOP) [GeV],SELECTED SR
1.0,195.0,tN_diag_low
1.0,450.0,tN_med
1.0,500.0,tN_med
1.0,550.0,tN_med
1.0,600.0,tN_med
1.0,650.0,tN_med
1.0,700.0,tN_med
1.0,750.0,tN_med
1.0,800.0,tN_med
1.0,850.0,tN_med
1.0,900.0,tN_med
1.0,950.0,tN_high
1.0,1000.0,tN_high
1.0,1050.0,tN_high
1.0,1100.0,tN_high
1.0,1150.0,tN_high
1.0,1200.0,tN_high
1.0,1250.0,tN_high
1.0,1300.0,tN_high
12.0,200.0,tN_diag_low
17.0,190.0,tN_diag_low
23.0,190.0,tN_diag_low
27.0,200.0,tN_diag_low
50.0,450.0,tN_med
50.0,500.0,tN_med
50.0,550.0,tN_med
50.0,600.0,tN_med
50.0,650.0,tN_med
50.0,700.0,tN_med
50.0,750.0,tN_med
50.0,800.0,tN_med
50.0,850.0,tN_med
50.0,900.0,tN_high
50.0,950.0,tN_high
50.0,1000.0,tN_high
50.0,1050.0,tN_high
50.0,1100.0,tN_high
50.0,1150.0,tN_high
50.0,1200.0,tN_high
50.0,1250.0,tN_high
50.0,1300.0,tN_high
53.0,220.0,tN_diag_med
60.0,220.0,tN_diag_med
62.0,250.0,tN_diag_med
77.0,250.0,tN_diag_med
100.0,250.0,bWN
100.0,450.0,tN_med
100.0,500.0,tN_med
100.0,550.0,tN_med
100.0,600.0,tN_med
100.0,650.0,tN_med
100.0,700.0,tN_med
100.0,750.0,tN_med
100.0,800.0,tN_med
100.0,850.0,tN_med
100.0,900.0,tN_med
100.0,950.0,tN_high
100.0,1000.0,tN_high
100.0,1050.0,tN_high
100.0,1100.0,tN_high
100.0,1150.0,tN_high
100.0,1200.0,tN_high
100.0,1250.0,tN_high
100.0,1300.0,tN_high
112.0,300.0,tN_diag_med
127.0,300.0,tN_diag_med
130.0,250.0,bWN
150.0,300.0,bWN
150.0,350.0,tN_diag_high
150.0,450.0,tN_med
150.0,500.0,tN_med
150.0,550.0,tN_med
150.0,600.0,tN_med
150.0,650.0,tN_med
150.0,700.0,tN_med
150.0,750.0,tN_med
150.0,800.0,tN_med
150.0,850.0,tN_med
150.0,900.0,tN_med
150.0,950.0,tN_high
150.0,1000.0,tN_high
150.0,1050.0,tN_high
150.0,1100.0,tN_high
150.0,1150.0,tN_high
150.0,1200.0,tN_high
150.0,1250.0,tN_high
150.0,1300.0,tN_high
160.0,250.0,bWN
162.0,350.0,tN_diag_high
175.0,400.0,tN_diag_high
177.0,350.0,tN_diag_high
180.0,300.0,bWN
185.0,350.0,tN_diag_high
200.0,250.0,bffN
200.0,350.0,bWN
200.0,400.0,tN_diag_high
200.0,500.0,tN_med
200.0,550.0,tN_med
200.0,600.0,tN_med
200.0,650.0,tN_med
200.0,700.0,tN_med
200.0,750.0,tN_med
200.0,800.0,tN_med
200.0,850.0,tN_med
200.0,900.0,tN_med
200.0,950.0,tN_high
200.0,1000.0,tN_high
200.0,1050.0,tN_high
200.0,1100.0,tN_high
200.0,1150.0,tN_high
200.0,1200.0,tN_high
200.0,1250.0,tN_high
210.0,300.0,bWN
212.0,400.0,tN_diag_high
220.0,300.0,bWN
227.0,400.0,tN_diag_high
230.0,250.0,bffN
230.0,350.0,bWN
235.0,400.0,tN_diag_high
243.0,250.0,bffN
250.0,300.0,bffN
250.0,400.0,tN_diag_high
250.0,450.0,tN_diag_high
250.0,500.0,tN_med
250.0,550.0,tN_med
250.0,600.0,tN_med
250.0,650.0,tN_med
250.0,700.0,tN_med
250.0,750.0,tN_med
250.0,800.0,tN_med
250.0,850.0,tN_med
250.0,900.0,tN_med
250.0,950.0,tN_high
250.0,1000.0,tN_high
250.0,1050.0,tN_high
250.0,1100.0,tN_high
250.0,1150.0,tN_high
250.0,1200.0,tN_high
250.0,1250.0,tN_high
250.0,1300.0,tN_high
260.0,350.0,bWN
270.0,350.0,bWN
277.0,450.0,tN_diag_high
280.0,300.0,bffN
280.0,400.0,bWN
285.0,450.0,tN_diag_high
293.0,300.0,bffN
300.0,350.0,bffN
300.0,450.0,bWN
300.0,500.0,tN_diag_high
300.0,550.0,tN_med
300.0,600.0,tN_med
300.0,650.0,tN_med
300.0,700.0,tN_med
300.0,750.0,tN_med
300.0,800.0,tN_med
300.0,850.0,tN_med
300.0,900.0,tN_med
300.0,950.0,tN_high
300.0,1000.0,tN_med
300.0,1050.0,tN_high
300.0,1100.0,tN_high
300.0,1150.0,tN_high
300.0,1200.0,tN_high
300.0,1250.0,tN_high
300.0,1300.0,tN_high
310.0,400.0,bWN
312.0,500.0,tN_diag_high
320.0,400.0,bWN
327.0,500.0,tN_diag_high
330.0,350.0,bffN
330.0,450.0,bWN
335.0,500.0,tN_diag_high
340.0,350.0,bffN
350.0,400.0,bffN
350.0,500.0,tN_diag_high
350.0,550.0,tN_diag_high
350.0,600.0,tN_med
350.0,650.0,tN_med
350.0,700.0,tN_med
350.0,750.0,tN_med
350.0,800.0,tN_med
350.0,850.0,tN_med
350.0,900.0,tN_med
350.0,950.0,tN_med
350.0,1000.0,tN_high
350.0,1050.0,tN_high
350.0,1100.0,tN_high
350.0,1150.0,tN_high
350.0,1200.0,tN_high
350.0,1250.0,tN_high
350.0,1300.0,tN_high
360.0,450.0,bWN
362.0,550.0,tN_diag_high
370.0,450.0,bWN
377.0,550.0,tN_diag_high
380.0,400.0,bffN
380.0,500.0,bWN
385.0,550.0,tN_diag_high
400.0,450.0,bffN
400.0,550.0,bWN
400.0,600.0,tN_diag_high
400.0,650.0,tN_med
400.0,700.0,tN_med
400.0,750.0,tN_med
400.0,800.0,tN_med
400.0,850.0,tN_med
400.0,900.0,tN_med
400.0,950.0,tN_med
400.0,1050.0,tN_high
400.0,1100.0,tN_high
400.0,1150.0,tN_high
400.0,1200.0,tN_high
400.0,1250.0,tN_high
400.0,1300.0,tN_high
412.0,600.0,tN_diag_high
420.0,500.0,bWN
427.0,600.0,tN_diag_high
430.0,450.0,bffN
430.0,550.0,bWN
435.0,600.0,tN_diag_high
450.0,500.0,bffN
450.0,600.0,bWN
450.0,650.0,tN_diag_med
450.0,700.0,tN_med
450.0,750.0,tN_med
450.0,800.0,tN_med
450.0,850.0,tN_med
450.0,900.0,tN_med
450.0,950.0,tN_med
450.0,1000.0,tN_med
450.0,1050.0,tN_med
450.0,1100.0,tN_high
450.0,1150.0,tN_high
450.0,1200.0,tN_high
450.0,1300.0,tN_high
460.0,550.0,bWN
462.0,650.0,tN_diag_high
470.0,550.0,bffN
477.0,650.0,tN_diag_high
480.0,500.0,bffN
480.0,600.0,bWN
485.0,650.0,tN_diag_high
500.0,550.0,bffN
500.0,650.0,bWN
500.0,700.0,tN_med
500.0,750.0,tN_med
500.0,800.0,tN_med
500.0,850.0,tN_med
500.0,900.0,tN_med
500.0,950.0,tN_med
500.0,1000.0,tN_high
500.0,1050.0,tN_med
500.0,1100.0,tN_high
500.0,1150.0,tN_high
500.0,1250.0,tN_high
500.0,1300.0,tN_high
510.0,600.0,bWN
530.0,550.0,bffN
530.0,650.0,bWN
550.0,750.0,tN_med
550.0,800.0,tN_med
550.0,850.0,tN_med
550.0,900.0,tN_med
550.0,950.0,tN_med
550.0,1000.0,tN_med
550.0,1050.0,tN_med
550.0,1100.0,tN_high
550.0,1150.0,tN_high
550.0,1200.0,tN_high
550.0,1250.0,tN_high
550.0,1300.0,tN_high
560.0,650.0,bWN
600.0,800.0,tN_med
600.0,850.0,tN_med
600.0,900.0,tN_med
600.0,950.0,tN_med
600.0,1000.0,tN_med

